Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [37] b2PulleyJoint::SolveVelocityConstraints(b2SolverData const&) [229] b2Shape::~b2Shape() [237] std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
 [183] b2PolygonShape::b2PolygonShape() [127] b2Sweep::Normalize() [232] std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
 [231] b2PolygonShape::~b2PolygonShape() [95] b2Sweep::b2Sweep() [238] std::operator~(std::_Ios_Fmtflags)
  [49] b2ContactSolver::StoreImpulses() [32] b2World::DrawDebugData() [239] std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  [26] b2ContactSolver::SolvePositionConstraints() [222] b2World::SetSubStepping(bool) [240] std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
   [1] b2ContactSolver::SolveVelocityConstraints() [223] b2World::SetWarmStarting(bool) [4] operator-(b2Vec2 const&, b2Vec2 const&)
  [14] b2ContactSolver::InitializeVelocityConstraints() [224] b2World::SetContinuousPhysics(bool) [7] operator*(float, b2Vec2 const&)
  [57] b2ContactSolver::WarmStart() [17] b2World::Solve(b2TimeStep const&) [9] operator+(b2Vec2 const&, b2Vec2 const&)
  [27] b2ContactSolver::b2ContactSolver(b2ContactSolverDef*) [15] b2World::SolveTOI(b2TimeStep const&) [6] __x86.get_pc_thunk.bx
 [104] b2DistanceJoint::SolvePositionConstraints(b2SolverData const&) [83] b2World::DrawJoint(b2Joint*)
